venueId,sectionName,dishId,dishName,description,price
4161e400f964a520631d1fe3,"Urth Pizza",76885913,"Melanzane Pizza","House roasted eggplant, parmigiano reggiano, fresh basil, tomato sauce, castelvetrano olives and fresh mozzarella",11.95
4161e400f964a520631d1fe3,"Urth Pizza",76885914,"Pizza Catona*","Tomatoes, mozzarella, burrata cheese, Prosciutto di Parma, basil and arugula",12.25
4161e400f964a520631d1fe3,"Urth Pizza",76885916,"Sunrise Pizza*","Sausage, pancetta, mozzarella, potatoes, poached egg and brown sage butter",11.95
4161e400f964a520631d1fe3,"Urth Pizza",76885917,"D'lox Pizza","Smoked salmon, herbed mascarpone, red onions, arugula, fennel & capers",13.95
4161e400f964a520631d1fe3,"Urth Pizza",91782855,"Wild Mushroom Pizza","Sautéed wild mushrooms, braised balsamic onions, mozzarella, burrata and truffle pecorino cheeses. Garnished with wild arugula",15.95
4161e400f964a520631d1fe3,"Urth Pizza",91782856,"Pizza Primavera","Vegan Monterey Jack cheese, Heirloom mix tomatoes, poached asparagus, Kalamata olives, grilled artichoke hearts on 100% vegan pizza crust",15.95
4161e400f964a520631d1fe3,"Side Dishes",76885971,"Hummus","",6.25
4161e400f964a520631d1fe3,"Side Dishes",76885972,"Tuna Salad","",6.25
4161e400f964a520631d1fe3,"Side Dishes",76885973,"Curry Chicken","",6.25
4161e400f964a520631d1fe3,"Side Dishes",76885974,"Grilled Chicken","",6.25
4161e400f964a520631d1fe3,"Side Dishes",76885975,"Herb Roasted Turkey","",6.25
4161e400f964a520631d1fe3,"Side Dishes",76885976,"Grilled Veggies","",6.25
4161e400f964a520631d1fe3,"Side Dishes",76885977,"Natural Smoked Salmon (Lox)","",8.25
4161e400f964a520631d1fe3,"Side Dishes",76885978,"House Smoked Salmon","",8.25
4161e400f964a520631d1fe3,"Signature Salads",76885937,"The Urth Salad","Our famous salad made with locally grown mixed greens, feta cheese, Roma tomatoes, hearts of palm, garbanzo beans, Kalamata olives (with pits) and pine nuts in Urth vinaigrette dressing. Served with fresh baked bread",10.25
4161e400f964a520631d1fe3,"Signature Salads",76885938,"Urth Farmer's Salad","Locally grown baby spinach salad with peppercorn dressing, grilled artichokes, tomatoes, French radishes, red onion, shaved fennel, glazed pecans and shaved parmesan cheese. Served with dried fruit, nut bread and butter",12.75
4161e400f964a520631d1fe3,"Signature Salads",76885939,"Nicoise Salad","House smoked salmon, live butter lettuce, haricot vert, potatoes, tomatoes, olives, shallots and a hard poached organic egg. Tossed in our tarragon lemon vinaigrette",19.95
4161e400f964a520631d1fe3,"Signature Salads",76885940,"Caravan Kale Salad","Organic Tuscan kale, organic red quinoa, Persian cucumbers, heirloom tomatoes, roasted yams, red onion, pita chips and fresh mint tossed in our pomegranate vinaigrette. Topped with ricotta salata cheese",13.95
4161e400f964a520631d1fe3,"Signature Salads",76885941,"The Greek Salad","Live butter lettuce and Treviso lettuce tossed with avocado, seedless cucumbers, feta, Kalamata olives (with pits) , tomatoes and Urth oregano vinaigrette. Served with pita bread",12.75
4161e400f964a520631d1fe3,"Signature Salads",76885942,"Caesar Salad","Locally grown hearts of romaine, reggiano parmesan cheese, cheese chips and our delicious homemade Caesar dressing",9.75
4161e400f964a520631d1fe3,"Signature Salads",76885943,"Mixed Greens Salad","With balsamic vinaigrette dressing. Served with fresh baked bread",7.95
4161e400f964a520631d1fe3,"Signature Salads",76885944,"Fresh Fruit Plate","An array of the finest seasonal fruits served with cottage cheese or organic nonfat yogurt. Fruit is cut to order",10.25
4161e400f964a520631d1fe3,"Signature Salads",76885945,"Heirloom Tomato & Burrata Salad","Fresh burrata cheese, heirloom tomatoes and wild arugula tossed in a Urth vinaigrette. Garnished with basil oil and balsamic reduction",13.95
4161e400f964a520631d1fe3,"Entrée Salads",76885946,"Grilled Chicken Breast with Pesto","",
4161e400f964a520631d1fe3,"Entrée Salads",76885947,"Herb Roasted Turkey Breast","",
4161e400f964a520631d1fe3,"Entrée Salads",91782870,"Butter Turkey","",
4161e400f964a520631d1fe3,"Entrée Salads",76885948,"Tuna Salad","",
4161e400f964a520631d1fe3,"Entrée Salads",76885949,"Chicken Curry Salad","",
4161e400f964a520631d1fe3,"Entrée Salads",76885950,"Grilled Veggies with Pesto","",
4161e400f964a520631d1fe3,"Entrée Salads",76885951,"Hummus & Tabouli","",
4161e400f964a520631d1fe3,"Grilled Panini Sandwiches",76885952,"Panini Portabella","Grilled portabella mushrooms, roasted peppers, arugula, pesto goat cheese and grilled artichokes (completely vegan sandwich also available upon request)",13.25
4161e400f964a520631d1fe3,"Grilled Panini Sandwiches",76885953,"Panini Caprese","Fresh mozzarella, roasted peppers, sundried tomato spread, fresh basil, pesto and olive spread",13.25
4161e400f964a520631d1fe3,"Grilled Panini Sandwiches",76885954,"Panini Prosciutto Di Parma*","Prosciutto di Parma, Italian cheese, sundried tomato spread, porcini mushroom duxelle and fresh basil",13.25
4161e400f964a520631d1fe3,"Grilled Panini Sandwiches",76885955,"Panini Roasted Turkey","Urth butter roasted turkey breast with Jarlsberg Swiss cheese. Served on plain or olive focaccia bread with whole grain mustard sauce",13.25
4161e400f964a520631d1fe3,"Grilled Panini Sandwiches",76885956,"Panini El Diablo","Grilled cilantro marinated chicken breast, three chili sauce, thinly sliced jalapeno, micro cilantro and Monterey jack cheese",13.95
4161e400f964a520631d1fe3,"Lunch Entrées",76885957,"The Mediterranean Platter","A plate of feta cheese, grape leaves, hummus, tabouli, roasted peppers and mixed olives (with pits) , grilled artichokes and pure olive oil. Served with pita bread",13.95
4161e400f964a520631d1fe3,"Lunch Entrées",76885958,"Lasagna","Fresh pasta with mushrooms, zucchini, eggplant and ricotta cheese. Served with locally grown mixed greens salad, fresh baked bread and butter",13.75
4161e400f964a520631d1fe3,"Lunch Entrées",76885959,"Urth Quesadilla","Grilled chicken or pot roast (also available: cheese, tuna, grilled veggies, or soy-cheese quesadilla) , Monterey jack cheese melted in a flour, spinach or wheat tortilla. Served with black beans, sour cream, guacamole and salsa. Chopped chilies on request",11.95
4161e400f964a520631d1fe3,"Lunch Entrées",76885960,"Urth Tamales","Your choice of green chilies and cheddar cheese, or chicken, tomatillo and green chilies. Served with locally grown mixed greens salad and a mild Chipotle sauce",11.95
4161e400f964a520631d1fe3,"Lunch Entrées",76885961,"The Tostada","A salad served in a fried tortilla shell with your choice of grilled chicken or veggies on a bed of black beans and romaine lettuce tossed in our lime cilantro vinaigrette. Garnished with salsa, guacamole, Monterey jack cheese and sour cream served on the side",12.95
4161e400f964a520631d1fe3,"Lunch Entrées",76885962,"Nori Plum Rice Wrap","Nori sheet stuffed with avocado, organic brown rice, carrots, broccoli, green onions, Umeboshi plum paste, and five spice tofu. Served with a locally grown mixed greens salad and wasabi",12.50
4161e400f964a520631d1fe3,"Lunch Entrées",76885963,"Soups Du Jour","Served with fresh baked bread and butter",5.95
4161e400f964a520631d1fe3,"Lunch Entrées",91782884,"The Combo Special #1","A bowl of soup or vegetarian chili and any Urth sandwich (excludes Caprese, New Yorker, Pot Roast and Turkey Burger) or entrée salad and bread",13.75
4161e400f964a520631d1fe3,"Lunch Entrées",91782885,"The Combo Special #2","Our Caesar Salad or Urth Salad with a bowl of soup or vegetarian chili",13.95
4161e400f964a520631d1fe3,"Lunch Entrées",76885964,"The Light Lunch Combo","Locally grown mixed greens salad with a bowl of soup or vegetarian chili. Served with fresh baked bread and butter",11.95
4161e400f964a520631d1fe3,"All-Day Brunch Entrees",76885967,"Smoked Salmon Plate","Our fresh 100% natural smoked salmon is served with a bagel, capers, chives, cream cheese, Roma tomatoes, romaine lettuce, red onions and fresh cracked black pepper",13.95
4161e400f964a520631d1fe3,"All-Day Brunch Entrees",76885969,"The Cheese Plate","The finest brie, Jarlsberg, Gouda, and French feta cheese served with a sliced baguette and dried fruit and nut bread. Garnished with sliced apples, seasonal grapes, Dijon mustard and fresh mint leaves, it's great for sharing!",13.95
4161e400f964a520631d1fe3,"All-Day Brunch Entrees",76885970,"The Egg Sandwich","Organic eggs with avocado, Monterey jack cheese, mild chilies, Roma tomatoes, lettuce and mayonnaise on a rustic roll. Served with locally grown mixed greens salad",11.25
4161e400f964a520631d1fe3,"Individual Quiche",91782886,"Spinach-Mushroom","",
4161e400f964a520631d1fe3,"Individual Quiche",91782887,"Chicken-Broccoli","",
4161e400f964a520631d1fe3,"Individual Quiche",91782888,"Apple-Wood Smoked Bacon & Leek*","",
4161e400f964a520631d1fe3,"Individual Quiche",91782889,"Tomato-Basil","",
4161e400f964a520631d1fe3,"All-Day Extras",76885919,"Avocado","",2.50
4161e400f964a520631d1fe3,"All-Day Extras",76885925,"Guacamole","",2.50
4161e400f964a520631d1fe3,"All-Day Extras",76885920,"Grape Leaves (2)","",3.00
4161e400f964a520631d1fe3,"All-Day Extras",76885921,"Cheeses","Jarlsberg, Feta, Gouda, Brie",3.50
4161e400f964a520631d1fe3,"All-Day Extras",76885922,"Sourdough Bread","Sold only with entrée",1.25
4161e400f964a520631d1fe3,"All-Day Extras",76885923,"Organic Peanut Butter","",1.00
4161e400f964a520631d1fe3,"All-Day Extras",76885924,"Homemade Salsa","",1.00
4161e400f964a520631d1fe3,"All-Day Extras",76885926,"Sliced Tomato","",2.00
4161e400f964a520631d1fe3,"All-Day Extras",76885927,"Hearts of Palm","",2.50
4161e400f964a520631d1fe3,"All-Day Extras",76885936,"Pesto","",1.00
4161e400f964a520631d1fe3,"All-Day Extras",76885928,"Baby Artichokes","",2.50
4161e400f964a520631d1fe3,"All-Day Extras",76885929,"Tofu","",2.50
4161e400f964a520631d1fe3,"All-Day Extras",76885930,"Black Beans","",2.50
4161e400f964a520631d1fe3,"All-Day Extras",76885932,"Caesar Dressing","",0.75
4161e400f964a520631d1fe3,"All-Day Extras",76885933,"Sour Cream","",0.75
4161e400f964a520631d1fe3,"All-Day Extras",76885931,"Cottage Cheese","",0.50
4161e400f964a520631d1fe3,"All-Day Extras",76885935,"Green Chilies","",1.00
4161e400f964a520631d1fe3,"All-Day Extras",76885934,"Kalamata Or Mixed Olives W/pits","Please be advised! Our olives contain pits",0.75
4161e400f964a520631d1fe3,"Breakfast By the Bowl",76885979,"Urth Bread Pudding Breakfast","Warm bread pudding served with your choice of slow roasted apples or caramelized bananas with steamed milk.The best in L.A.!",7.75
4161e400f964a520631d1fe3,"Breakfast By the Bowl",76885980,"Urth Granola™ Bowl","Oven roasted oats, almonds, sundried blueberries and cranberries with pumpkin and sunflower seeds sweetened with honey, spices and pure maple syrup. Served with your choice of milk",6.50
4161e400f964a520631d1fe3,"Breakfast By the Bowl",91782890,"Urth Crunch Gluten Free Cereal","A delicious new gluten free, organic breakfast cereal made with organic puffed quinoa, organic puffed grains, flax seeds, pistachios, gogi berries and more. It's packed with antioxidants! Served with your choice of milk",7.95
4161e400f964a520631d1fe3,"Breakfast By the Bowl",76885981,"Organic Oatmeal","Served piping hot with organic raisins, Urth granola and brown sugar with your choice of milk",5.95
4161e400f964a520631d1fe3,"Breakfast By the Bowl",76885982,"Apple Raisin Oatmeal","Our organic oatmeal topped with slow roasted apples in all their juices with organic raisins. Served with granola and your choice of milk",8.95
4161e400f964a520631d1fe3,"Breakfast By the Bowl",76885983,"Banana Nut Oatmeal","Our organic oatmeal topped with cooked bananas in a light caramel sauce and sprinkled with toasted walnut pieces. Served with granola and your choice of milk",8.95
4161e400f964a520631d1fe3,"Breakfast By the Bowl",76885984,"Yogurt Bowl","Low fat plain organic yogurt with a side of Urth granola",5.25
4161e400f964a520631d1fe3,"Breakfast By the Bowl",76885986,"Berry Bowl","Fresh seasonal berries such as blueberries, blackberries, raspberries and strawberries. Served with whipped cream, yogurt or cottage cheese",12.95
4161e400f964a520631d1fe3,"Breakfast By the Bowl",76885987,"Fresh Grapefruit Bowl","Fresh seasonal white or ruby red grapefruit segments. Served with whipped cream, organic yogurt or cottage cheese",5.75
4161e400f964a520631d1fe3,"Egg Dishes",76885988,"Poach Di Parma*","Toasted ancient grain ciabatta, garlic truffle aioli, sautéed wild mushrooms, Prosciutto di Parma topped with soft poached eggs, wild arugula, reggiano parmesan and sage butter. Served with sliced seasonal melon",13.95
4161e400f964a520631d1fe3,"Egg Dishes",76885989,"Eggs Salmone","Toasted ancient grain sprout bread, lemon mascarpone, natural smoked salmon and wild arugula, topped with two soft poached eggs, chopped salsa verde and fresh dill. Served with sliced seasonal melon",12.25
4161e400f964a520631d1fe3,"Egg Dishes",76885990,"Natural Beef Hash","Heirloom potatoes, bell peppers, onions and parsley topped with two organic poached eggs, slowly braised short rib, chopped tomato, basil pesto and reggiano parmesan cheese",14.95
4161e400f964a520631d1fe3,"Egg Dishes",76885991,"The Rustic Poached","Two poached organic eggs over toasted whole wheat bread garnished with capers, basil oil, heirloom tomato and red onion",7.25
4161e400f964a520631d1fe3,"Egg Dishes",76885992,"Eggs Verde","Two poached organic eggs over a bed of wild arugula, roasted corn, baby tomatoes and poached asparagus spears tossed with peppercorn dressing. Garnished with cracked black pepper, basil oil and reggiano parmesan cheese",11.50
4161e400f964a520631d1fe3,"Omelets & Scrambles",76885993,"The Italian Omelet","Three organic eggs, mild chicken basil sausage, roasted peppers, Roma tomatoes, fresh basil and mozzarella",10.95
4161e400f964a520631d1fe3,"Omelets & Scrambles",76885994,"The Mexican Omelet","Three organic eggs, Roma tomatoes, green chilies, red onions, Monterey jack cheese and cilantro. Served with fresh salsa",10.25
4161e400f964a520631d1fe3,"Omelets & Scrambles",76885995,"The Mushroom Omelet","Three organic eggs with fresh mushrooms, Roma tomatoes, red onions and Monterey jack cheese. Served with fresh salsa",9.95
4161e400f964a520631d1fe3,"Omelets & Scrambles",76885996,"The Grilled Vegetable Omelet","Three organic eggs with grilled zucchini, eggplant, mushrooms and roasted red peppers sprinkled with parmesan cheese",10.25
4161e400f964a520631d1fe3,"Omelets & Scrambles",76885997,"The Spinach & Feta Omelet","Three organic eggs with sautéed spinach, red onions and imported feta cheese",10.25
4161e400f964a520631d1fe3,"Omelets & Scrambles",76885998,"The Sausage & Potato Omelet","Three organic eggs with spicy chicken sausage, heirloom potatoes, bell peppers, onions and chopped parsley",10.25
4161e400f964a520631d1fe3,"Omelets & Scrambles",76885999,"The Chicken Pesto Omelet","Three organic eggs with grilled chicken, pesto, mozzarella and goat cheeses",10.95
4161e400f964a520631d1fe3,"Omelets & Scrambles",76886000,"The Salmon Scramble","Three organic eggs with our natural smoked salmon, Roma tomatoes and chives",10.95
4161e400f964a520631d1fe3,"Omelets & Scrambles",76886001,"The Scramble","Three organic eggs served with locally grown mixed greens salad dressed with Urth vinaigrette. Served with salsa and fresh baked bread",7.75
4161e400f964a520631d1fe3,"Breakfast Favorites",76886002,"Classic Belgian Waffle","Old-fashioned Belgian buttermilk waffle. Served with pure maple syrup and butter",7.50
4161e400f964a520631d1fe3,"Breakfast Favorites",76886003,"Multi-Grain Waffle","Multi-grain waffle made with apple sauce, buttermilk, oats, flax seed, wheat germ and whole wheat flour. Served with pure maple syrup and butter",7.95
4161e400f964a520631d1fe3,"Breakfast Favorites",76886004,"The Urth Parfait","A layered parfait of Urth granola and organic low fat yogurt with fresh orange and mint seasonal berry Ambrosia",6.95
4161e400f964a520631d1fe3,"Breakfast Favorites",76886005,"The Cottage Parfait","Our organic puffed gluten free granola layered with organic Greek yogurt, strawberry jam, mixed berries and seasonal fruit",5.50
4161e400f964a520631d1fe3,"Breakfast Favorites",91782904,"The Urth Breakfast","Fresh baked bread or butter croissant with your choice of brie, Jarlsberg, feta or Gouda, butter and jam",5.50
4161e400f964a520631d1fe3,"Breakfast Favorites",76886006,"Breakfast Burrito*","Choice of flour, spinach or wheat tortilla with organic scrambled eggs, organic black beans, Monterey jack cheese, guacamole and salsa. Served with a mild Chipotle sauce",8.75
4161e400f964a520631d1fe3,"Breakfast Paninis",76886007,"Prosciutto & Cheese Breakfast Panini*","Organic eggs, Prosciutto di Parma, roasted peppers and mozzarella cheese grilled on country bread. Served with mild tomato dipping sauce",8.75
4161e400f964a520631d1fe3,"Breakfast Paninis",76886008,"Egg White & Spinach Breakfast Panini","Egg whites, sautéed spinach and mozzarella cheese grilled on wheat bread. Served with mild tomato dipping sauce",8.75
4161e400f964a520631d1fe3,"Breakfast Breads & Pastries",76886025,"Toasted Bagel","Plain, seeded or onion",2.00
4161e400f964a520631d1fe3,"Breakfast Breads & Pastries",76886026,"Breads","Toasted rustic roll, baguette, sprouted bread, sourdough, whole wheat or Gluten free bread",2.25
4161e400f964a520631d1fe3,"Breakfast Breads & Pastries",76886027,"Brioche Breakfast","Fresh baked Urth Brioche. Served with butter, jam and cream cheese",3.25
4161e400f964a520631d1fe3,"Breakfast Breads & Pastries",91782918,"Urth Croissants","",2.75
4161e400f964a520631d1fe3,"Breakfast Breads & Pastries",91782919,"Urth Pastries & Danishes","",3.25
4161e400f964a520631d1fe3,"Breakfast Breads & Pastries",76886028,"Famous Pecan Sticky Buns","Addictive is a word that has been used to describe our sticky buns by our customers and critics alike. This is an Urth must try!",3.95
4161e400f964a520631d1fe3,"Breakfast Breads & Pastries",76886029,"Assorted Bread Pudding","Made from our own brioche baked in custard. Your choice of plain or cinnamon raisin",3.75
4161e400f964a520631d1fe3,"Breakfast Breads & Pastries",91782920,"Muffins & Non Fat Muffins","Blueberry, Chocolate, Banana Poppy, Green Tea, Raisin Bran, Pumpkin, Cranberry, Zucchini, Non Fat Blueberry, Non Fat Banana, and Gluten Free Seasonal Fruit muffin",2.75
4161e400f964a520631d1fe3,"Breakfast Breads & Pastries",91782921,"Scones","Blueberry, Citrus Ginger, Chocolate Espresso, Dried Fruit Nut and White Chocolate Pecan",2.75
4161e400f964a520631d1fe3,"Breakfast Extras",76886009,"Cream Cheese, Cottage Cheese, Urth Jams","",0.50
4161e400f964a520631d1fe3,"Breakfast Extras",76886014,"Pure Maple Syrup, Organic Peanut Butter, Organic Yogurt Or Fresh Salsa","",1.00
4161e400f964a520631d1fe3,"Breakfast Extras",76886015,"Cheeses","Jarlsberg, Feta, Gouda, Brie",3.50
4161e400f964a520631d1fe3,"Breakfast Extras",76886016,"Sliced Tomato","",2.00
4161e400f964a520631d1fe3,"Breakfast Extras",76886017,"Avocado Or Black Beans","",2.50
4161e400f964a520631d1fe3,"Breakfast Extras",76886018,"Green Chilies","",1.00
4161e400f964a520631d1fe3,"Breakfast Extras",76886019,"Grilled Organic Tofu","",2.50
4161e400f964a520631d1fe3,"Breakfast Extras",76886020,"Sourdough Bread","W/purchase",1.25
4161e400f964a520631d1fe3,"Breakfast Extras",76886021,"Organic Three Egg Scramble","",4.95
4161e400f964a520631d1fe3,"Breakfast Extras",76886022,"Natural Smoked Salmon","",8.25
4161e400f964a520631d1fe3,"Breakfast Extras",76886023,"All Natural Mild Or Spicy Sausage","",4.75
4161e400f964a520631d1fe3,"Breakfast Extras",76886024,"Weiser Farms Heirloom Breakfast Potatoes","",4.75
4161e400f964a520631d1fe3,"Urth Exquisite Cakes",76886055,"Coconut Royale","",
4161e400f964a520631d1fe3,"Urth Exquisite Cakes",76886056,"Carrot","",
4161e400f964a520631d1fe3,"Urth Exquisite Cakes",76886057,"Chocolate Crown","",
4161e400f964a520631d1fe3,"Urth Exquisite Cakes",76886058,"Flourless Chocolate","",
4161e400f964a520631d1fe3,"Urth Exquisite Cakes",76886059,"Apple Tartin","",
4161e400f964a520631d1fe3,"Urth Exquisite Cakes",76886060,"Berries & Cream","",
4161e400f964a520631d1fe3,"Urth Exquisite Cakes",76886061,"Hazelnut","",
4161e400f964a520631d1fe3,"Famous Cheesecakes",76886062,"New York Cheesecake","",
4161e400f964a520631d1fe3,"Famous Cheesecakes",76886063,"Three Layer (Chocolate, Espresso, Vanilla)","",
4161e400f964a520631d1fe3,"Famous Cheesecakes",76886064,"Blueberry Cheesecake","",
4161e400f964a520631d1fe3,"Famous Cheesecakes",76886065,"Oreo Cheesecake","",
4161e400f964a520631d1fe3,"Old-Fashioned Pies",76886066,"Granny Smith Apple Pie","",
4161e400f964a520631d1fe3,"Old-Fashioned Pies",76886067,"Blueberry Pie","",
4161e400f964a520631d1fe3,"Old-Fashioned Pies",76886068,"Old-Fashioned Pecan Pie","",
4161e400f964a520631d1fe3,"Old-Fashioned Pies",76886069,"Pumpkin Pie","With Whipped Cream",
4161e400f964a520631d1fe3,"Old-Fashioned Pies",76886070,"Coconut Custard Pie","With Whipped Cream",
4161e400f964a520631d1fe3,"Old-Fashioned Pies",76886071,"Banana Cream Pie","",
4161e400f964a520631d1fe3,"Pound Cakes",76886072,"Chocolate Black Out","",
4161e400f964a520631d1fe3,"Pound Cakes",76886073,"Lemon-Poppy Seed","",
4161e400f964a520631d1fe3,"Pound Cakes",76886074,"Marble-Crumb","",
4161e400f964a520631d1fe3,"Pound Cakes",76886075,"Orange Blossom","",
4161e400f964a520631d1fe3,"Pound Cakes",76886076,"Coconut","",
4161e400f964a520631d1fe3,"Other Goodies",76886077,"Almond Biscotti","",2.25
4161e400f964a520631d1fe3,"Other Goodies",76886078,"Chocolate Dipped Biscotti","",2.50
4161e400f964a520631d1fe3,"Other Goodies",76886079,"Decadent Brownie","",2.75
4161e400f964a520631d1fe3,"Other Goodies",76886080,"Quadismali Almond Biscotti","",4.25
4161e400f964a520631d1fe3,"Urth Tiramisú",76886081,"Matcha Tiramisú","",
4161e400f964a520631d1fe3,"Urth Tiramisú",76886082,"Urth Italia™ Tiramisú","",
4161e400f964a520631d1fe3,"Urth Tiramisú",76886083,"Earl Grey Tiramisú","",
4161e400f964a520631d1fe3,"Fresh Baked Classic Cookies",76886084,"Chocolate Chunk Pecan","",
4161e400f964a520631d1fe3,"Fresh Baked Classic Cookies",76886085,"Oatmeal-Raisin","",
4161e400f964a520631d1fe3,"Fresh Baked Classic Cookies",76886086,"Triple Chocolate Chunk","",
4161e400f964a520631d1fe3,"Urth Vegan Desserts",76886087,"Vegan Chocolate Chunk Pecan Cookie","",3.00
